source,target,value
ENGL 120,BMEG 201,0.14
ENGL 121,BMEG 201,0.14
WRDS 150,BMEG 201,0.14
PHYS 157,BMEG 210,1
PHYS 158,BMEG 220,1
MATH 253,BMEG 220,1
MATH 256,BMEG 220,1
MATH 264,BMEG 220,1
BMEG 220,MATH 264,1
BMEG 101,BMEG 230,0.5
PHYS 170,BMEG 230,0.5
APSC 101,BMEG 230,0.5
BMEG 200,BMEG 230,0.5
CHEM 12,BMEG 245,0.5
CHEM 100,BMEG 245,0.5
BMEG 245,BMEG 250,1
MATH 256,BMEG 250,1
BMEG 101,BMEG 257,0.5
BMEG 102,BMEG 257,0.5
APSC 101,BMEG 257,0.5
BMEG 200,BMEG 257,0.5
PHYS 159,BMEG 257,0.5
BMEG 245,BMEG 310,1
CPEN 221,BMEG 310,0.5
CPEN 223,BMEG 310,0.5
BMEG 220,BMEG 320,0.5
ELEC 221,BMEG 320,0.5
ELEC 201,BMEG 320,0.5
ELEC 202,BMEG 320,0.5
MATH 256,BMEG 321,0.5
MATH 265,BMEG 321,0.5
MATH 267,BMEG 321,0.5
BMEG 220,BMEG 321,0.5
ELEC 211,BMEG 321,0.5
PHYS 301,BMEG 321,0.17
ELEC 201,BMEG 321,0.17
ELEC 204,BMEG 321,0.17
BMEG 230,BMEG 330,1
BMEG 245,BMEG 350,1
BMEG 250,BMEG 350,1
BMEG 257,BMEG 357,1
MATH 253,BMEG 371,0.17
MATH 217,BMEG 371,0.17
MATH 255,BMEG 371,0.33
MATH 257,BMEG 371,0.33
MATH 256,BMEG 371,0.33
BMEG 250,BMEG 372,1
CHEM 123,BMEG 372,1
CHBE 251,BMEG 373,1
BMEG 250,BMEG 374,1
BMEG 220,BMEG 420,0.5
BMEG 250,BMEG 420,0.5
BMEG 321,BMEG 420,0.5
ELEC 371,BMEG 420,0.5
BMEG 350,BMEG 457,1
BMEG 357,BMEG 457,1
BMEG 245,BMEG 470,1
BMEG 250,BMEG 470,1
BMEG 350,BMEG 470,1
BMEG 245,BMEG 474,1
BMEG 250,BMEG 474,1
BMEG 350,BMEG 474,1
BUSI 100,BUSI 101,1
BUSI 121,BUSI 221,1
BUSI 293,BUSI 294,0.5
BUSI 294,BUSI 293,0.5
BUSI 100,BUSI 300,1
BUSI 101,BUSI 300,1
BUSI 121,BUSI 331,1
BUSI 330,BUSI 331,1
BUSI 330,BUSI 352,1
BUSI 121,BUSI 352,1
BUSI 293,BUSI 353,0.5
BUSI 293,BUSI 354,1
BUSI 294,BUSI 354,1
BUSI 370,BUSI 354,1
BUSI 293,BUSI 355,1
BUSI 293,BUSI 370,0.5
BUSI 290,BUSI 399,0.5
BUSI 291,BUSI 399,0.5
BUSI 291,BUSI 414,1
BUSI 335,BUSI 414,1
BUSI 330,BUSI 441,1
BUSI 121,BUSI 442,1
BUSI 330,BUSI 442,1
BUSI 331,BUSI 442,1
BUSI 330,BUSI 445,1
BUSI 331,BUSI 445,1
BUSI 445,BUSI 446,1
BUSI 294,BUSI 447,1
BUSI 295,BUSI 447,1
BUSI 393,BUSI 447,1
BUSI 293,BUSI 450,1
BUSI 370,BUSI 450,1
BUSI 353,BUSI 450,1
BUSI 450,BUSI 353,1
BUSI 450,BUSI 453,1
BUSI 453,BUSI 450,1
BUSI 294,BUSI 454,1
BUSI 353,BUSI 455,1
BUSI 450,BUSI 455,1
BUSI 121,BUSI 460,1
BUSI 331,BUSI 460,1
BUSI 444,BUSI 460,1
BUSI 293,BUSI 465,1
BUSI 295,BUSI 465,1
BUSI 370,BUSI 470,0.5
COMM 473,BUSI 470,0.5
BUSI 291,BUSI 493,1
BUSI 293,BUSI 493,1
BUSI 294,BUSI 493,1
BUSI 295,BUSI 493,1
BUSI 335,BUSI 493,1
BUSI 353,BUSI 493,1
BUSI 370,BUSI 493,1
BUSI 393,BUSI 493,1
BUSI 450,BUSI 493,1
BUSI 330,BUSI 497,1
BUSI 331,BUSI 497,1
BUSI 442,BUSI 497,1
BUSI 452,BUSI 497,1
BUSI 293,BUSI 498,1
ECON 101,BUSI 498,0.5
ECON 102,BUSI 498,0.5
ECON 309,BUSI 498,0.5
BUSI 294,BUSI 498,0.17
BUSI 498,BUSI 294,0.17
BUSI 329,BUSI 498,0.17
BUSI 498,BUSI 329,0.17
BUSI 370,BUSI 498,0.17
BUSI 498,BUSI 370,0.17
BUSI 465,BUSI 498,0.17
BUSI 498,BUSI 465,0.17
BUSI 330,BUSI 499,1
BUSI 331,BUSI 499,1
BUSI 442,BUSI 499,1
BUSI 452,BUSI 499,1
BIOL 200,CAPS 200,1
SCIE 001,CAPS 301,0.5
BIOL 112,CAPS 301,0.5
BIOL 121,CAPS 301,0.5
MATH 101,CAPS 301,0.13
MATH 103,CAPS 301,0.13
MATH 105,CAPS 301,0.13
MATH 121,CAPS 301,0.13
PHYS 100,CAPS 301,0.13
PHYS 101,CAPS 301,0.13
PHYS 107,CAPS 301,0.13
PHYS 117,CAPS 301,0.13
CHEM 203,CAPS 301,0.17
CHEM 233,CAPS 301,0.17
CHEM 260,CAPS 301,0.17
BIOL 121,CAPS 390,0.5
SCIE 001,CAPS 390,0.5
BIOL 121,CAPS 391,0.25
SCIE 001,CAPS 391,0.25
KIN 190,CAPS 391,0.25
KIN 191,CAPS 391,0.25
CAPS 301,CAPS 398,1
CAPS 303,CAPS 398,0.33
PHYL 301,CAPS 398,0.33
PHYL 303,CAPS 398,0.33
CAPS 398,CAPS 399,0.5
PHYL 398,CAPS 399,0.5
ANAT 390,CAPS 421,0.5
PHYL 301,CAPS 421,0.5
CAPS 301,CAPS 421,0.5
CAPS 390,CAPS 421,0.5
CAPS 301,CAPS 422,0.5
PHYL 301,CAPS 422,0.5
CAPS 301,CAPS 423,0.5
PHYL 301,CAPS 423,0.5
CAPS 301,CAPS 424,0.5
PHYL 301,CAPS 424,0.5
CAPS 301,CAPS 426,0.5
PHYL 301,CAPS 426,0.5
CAPS 303,CAPS 431,1
CAPS 399,CAPS 498,0.5
PHYL 399,CAPS 498,0.5
CAPS 498,CAPS 499,0.5
PHYL 498,CAPS 499,0.5
APSC 176,CHBE 201,0.14
ENGL 110,CHBE 201,0.14
ENGL 111,CHBE 201,0.14
ENGL 112,CHBE 201,0.14
ENGL 120,CHBE 201,0.14
ENGL 121,CHBE 201,0.14
WRDS 150,CHBE 201,0.14
CHBE 220,CHBE 201,1
CHBE 201,CHBE 220,1
CHEM 154,CHBE 220,1
MATH 101,CHBE 220,1
CHBE 220,CHBE 221,1
APSC 160,CHBE 230,1
MATH 256,CHBE 230,1
CHBE 230,MATH 256,1
CHEM 154,CHBE 241,1
MATH 152,CHBE 241,1
CHBE 241,CHBE 244,1
PHYS 170,CHBE 251,1
MATH 256,CHBE 251,1
CHBE 251,MATH 256,1
CHBE 201,CHBE 262,1
CHBE 262,CHBE 201,1
CHBE 241,CHBE 262,1
CHBE 262,CHBE 241,1
CHBE 251,CHBE 262,1
CHBE 262,CHBE 251,1
CHEM 250,CHBE 262,1
CHBE 262,CHEM 250,1
CHEM 251,CHBE 262,1
CHBE 262,CHEM 251,1
CHEM 260,CHBE 262,1
CHBE 262,CHEM 260,1
CHBE 220,CHBE 263,1
CHBE 263,CHBE 220,1
CHBE 241,CHBE 263,1
CHBE 263,CHBE 241,1
CHEM 250,CHBE 263,1
CHBE 263,CHEM 250,1
CHEM 260,CHBE 263,1
CHBE 263,CHEM 260,1
CHBE 263,CHBE 264,1
CHBE 244,CHBE 264,1
CHBE 264,CHBE 244,1
CHBE 251,CHBE 264,1
CHBE 264,CHBE 251,1
CHBE 241,CHBE 344,1
CHBE 244,CHBE 344,1
CHBE 346,CHBE 345,1
CHBE 352,CHBE 345,1
CHBE 220,CHBE 346,1
CHBE 241,CHBE 346,1
CHBE 244,CHBE 346,1
CHBE 251,CHBE 350,1
CHBE 351,CHBE 350,1
MATH 253,CHBE 350,1
CHBE 251,CHBE 352,1
MATH 253,CHBE 352,1
CHBE 230,CHBE 355,1
CHBE 346,CHBE 355,1
CHBE 352,CHBE 355,1
MATH 255,CHBE 356,0.5
MATH 256,CHBE 356,0.5
CHBE 201,CHBE 362,1
CHBE 241,CHBE 362,1
CHBE 251,CHBE 362,1
CHBE 264,CHBE 362,1
CHBE 370,CHBE 362,1
CHBE 362,CHBE 370,1
CHBE 352,CHBE 362,1
CHBE 362,CHBE 352,1
CHBE 373,CHBE 364,1
CHBE 364,CHBE 373,1
CHBE 201,CHBE 365,1
CHBE 241,CHBE 365,1
CHBE 264,CHBE 365,1
CHBE 221,CHBE 365,1
CHBE 381,CHBE 365,1
CHBE 365,CHBE 381,1
CHBE 201,CHBE 366,1
CHBE 241,CHBE 366,1
CHBE 251,CHBE 366,1
CHBE 264,CHBE 366,1
CHBE 345,CHBE 366,1
CHBE 366,CHBE 345,1
CHBE 356,CHBE 366,1
CHBE 366,CHBE 356,1
CHBE 241,CHBE 370,1
CHBE 244,CHBE 370,1
CHBE 251,CHBE 373,0.25
CIVL 215,CHBE 373,0.25
MECH 280,CHBE 373,0.25
MTRL 263,CHBE 373,0.25
CHBE 241,CHBE 376,1
CHBE 345,CHBE 376,1
CHBE 376,CHBE 345,1
CHBE 355,CHBE 376,1
CHBE 376,CHBE 355,1
CHBE 221,CHBE 381,0.5
BMEG 245,CHBE 381,0.5
MATH 101,CHBE 381,0.33
MATH 103,CHBE 381,0.33
MATH 105,CHBE 381,0.33
CHBE 346,CHBE 451,0.25
MTRL 350,CHBE 451,0.25
BIOL 112,CHBE 452,1
CHBE 241,CHBE 452,1
CHBE 254,CHBE 452,1
CHBE 344,CHBE 452,1
CHBE 346,CHBE 452,1
CHBE 351,CHBE 452,1
CHBE 356,CHBE 452,1
CHBE 373,CHBE 452,1
CHBE 457,CHBE 452,1
CHBE 452,CHBE 457,1
CHBE 459,CHBE 452,1
CHBE 452,CHBE 459,1
CHBE 485,CHBE 452,1
CHBE 452,CHBE 485,1
CHBE 241,CHBE 453,1
CHBE 345,CHBE 453,1
CHBE 356,CHBE 453,1
CHBE 376,CHBE 453,1
CHBE 381,CHBE 453,1
CHBE 459,CHBE 453,1
CHBE 453,CHBE 459,1
CHBE 481,CHBE 453,1
CHBE 453,CHBE 481,1
CHBE 241,CHBE 454,1
CHBE 345,CHBE 454,1
CHBE 356,CHBE 454,1
CHBE 376,CHBE 454,1
CHBE 459,CHBE 454,1
CHBE 454,CHBE 459,1
CHBE 471,CHBE 454,1
CHBE 454,CHBE 471,1
CHEM 251,CHBE 455,1
CHBE 230,CHBE 456,1
CHBE 352,CHBE 456,1
CHBE 355,CHBE 456,1
CHBE 241,CHBE 457,1
CHBE 346,CHBE 457,1
CHBE 376,CHBE 457,1
CHBE 344,CHBE 457,1
CHBE 345,CHBE 464,1
CHBE 355,CHBE 464,1
CHBE 356,CHBE 464,1
CHBE 362,CHBE 464,1
CHBE 365,CHBE 464,0.5
CHBE 366,CHBE 464,0.5
CHBE 221,CHBE 465,1
CHBE 221,CHBE 470,0.5
BMEG 245,CHBE 470,0.5
CHBE 345,CHBE 471,1
CHBE 352,CHBE 471,1
CHBE 355,CHBE 471,1
CHBE 376,CHBE 471,1
CHBE 356,CHBE 474,1
CHBE 376,CHBE 474,1
CHBE 344,CHBE 476,1
CHBE 376,CHBE 476,1
CHBE 220,CHBE 477,1
CHBE 241,CHBE 477,1
CHBE 346,CHBE 477,1
CHEM 260,CHBE 478,0.5
CHBE 251,CHBE 478,0.5
CHBE 381,CHBE 481,1
CHBE 345,CHBE 482,1
CHBE 355,CHBE 482,1
CHBE 376,CHBE 482,1
CHBE 241,CHBE 484,1
CHBE 244,CHBE 484,1
CHBE 241,CHBE 486,1
CHBE 244,CHBE 486,1
CHBE 370,CHBE 486,1
CHBE 241,CHBE 487,0.5
FNH 300,CHBE 487,0.5
CHBE 244,CHBE 488,0.5
MTRL 252,CHBE 488,0.5
CHBE 251,CHBE 488,0.33
CIVL 215,CHBE 488,0.33
MTRL 263,CHBE 488,0.33
CHBE 362,CHBE 491,1
CHBE 366,CHBE 491,1
CHBE 491,CHBE 492,1
CHBE 362,CHBE 493,1
CHBE 364,CHBE 493,1
CHBE 493,CHBE 494,1
CHBE 362,CHBE 495,1
CHBE 365,CHBE 495,1
CHBE 495,CHBE 496,1
CHEM 12,CHEM 111,1
CHEM 110,CHEM 115,0.5
CHEM 120,CHEM 115,0.5
CHEM 12,CHEM 120,0.5
CHEM 100,CHEM 120,0.5
CHEM 12,CHEM 121,0.5
CHEM 100,CHEM 121,0.5
CHEM 111,CHEM 123,0.5
CHEM 121,CHEM 123,0.5
CHEM 110,CHEM 130,0.25
CHEM 111,CHEM 130,0.25
CHEM 120,CHEM 130,0.25
CHEM 121,CHEM 130,0.25
CHEM 111,CHEM 135,0.33
CHEM 115,CHEM 135,0.33
CHEM 121,CHEM 135,0.33
CHEM 12,CHEM 154,1
CHEM 123,CHEM 203,0.33
CHEM 130,CHEM 203,0.33
CHEM 135,CHEM 203,0.33
SCIE 001,CHEM 203,0.33
SCIE 001,CHEM 205,0.5
MATH 100,CHEM 205,0.07
MATH 102,CHEM 205,0.07
MATH 104,CHEM 205,0.07
MATH 110,CHEM 205,0.07
MATH 120,CHEM 205,0.07
MATH 180,CHEM 205,0.07
MATH 184,CHEM 205,0.07
CHEM 130,CHEM 205,0.17
CHEM 123,CHEM 205,0.17
CHEM 154,CHEM 205,0.17
CHEM 130,CHEM 208,0.33
CHEM 123,CHEM 208,0.33
SCIE 001,CHEM 208,0.33
CHEM 123,CHEM 210,0.33
CHEM 130,CHEM 210,0.33
SCIE 001,CHEM 210,0.33
CHEM 123,CHEM 211,0.33
CHEM 130,CHEM 211,0.33
CHEM 135,CHEM 211,0.33
SCIE 001,CHEM 211,0.33
CHEM 203,CHEM 213,0.25
CHEM 223,CHEM 213,0.25
CHEM 233,CHEM 213,0.5
CHEM 210,CHEM 215,1
CHEM 123,CHEM 215,0.5
CHEM 135,CHEM 215,0.5
CHEM 208,CHEM 218,1
CHEM 123,CHEM 223,0.33
CHEM 130,CHEM 223,0.33
SCIE 001,CHEM 223,0.33
CHEM 123,CHEM 225,0.5
CHEM 135,CHEM 225,0.5
CHEM 123,CHEM 233,0.33
CHEM 130,CHEM 233,0.33
SCIE 001,CHEM 233,0.33
CHEM 123,CHEM 235,0.33
CHEM 135,CHEM 235,0.33
SCIE 001,CHEM 235,0.33
CHEM 233,CHEM 235,1
CHEM 235,CHEM 233,1
CHEM 203,CHEM 245,0.33
CHEM 223,CHEM 245,0.33
CHEM 225,CHEM 245,0.33
CHEM 233,CHEM 245,0.33
CHEM 235,CHEM 245,0.33
CHEM 213,CHEM 245,1
CHEM 245,CHEM 213,1
CHEM 123,CHEM 250,0.25
CHEM 130,CHEM 250,0.25
CHEM 154,CHEM 250,0.25
SCIE 001,CHEM 250,0.25
CHEM 123,CHEM 251,0.25
CHEM 130,CHEM 251,0.25
CHEM 154,CHEM 251,0.25
SCIE 001,CHEM 251,0.25
CHEM 123,CHEM 260,0.25
CHEM 130,CHEM 260,0.25
CHEM 154,CHEM 260,0.25
SCIE 001,CHEM 260,0.25
CHEM 123,CHEM 301,0.17
CHEM 130,CHEM 301,0.17
CHBE 220,CHEM 301,0.17
CHEM 123,CHEM 302,0.17
CHEM 130,CHEM 302,0.17
CHBE 220,CHEM 302,0.17
CHEM 123,CHEM 304,0.5
CHEM 130,CHEM 304,0.5
MATH 200,CHEM 304,0.2
MATH 217,CHEM 304,0.2
MATH 226,CHEM 304,0.2
MATH 253,CHEM 304,0.2
MATH 263,CHEM 304,0.2
MATH 200,CHEM 305,0.25
MATH 217,CHEM 305,0.25
MATH 226,CHEM 305,0.25
MATH 253,CHEM 305,0.25
CHEM 205,CHEM 305,0.33
CHEM 304,CHEM 305,0.33
PHYS 203,CHEM 305,0.33
CHEM 210,CHEM 311,0.5
CHEM 211,CHEM 311,0.5
CHEM 113,CHEM 312,0.33
CHEM 123,CHEM 312,0.33
SCIE 001,CHEM 312,0.33
MATH 200,CHEM 312,0.2
MATH 217,CHEM 312,0.2
MATH 226,CHEM 312,0.2
MATH 253,CHEM 312,0.2
MATH 263,CHEM 312,0.2
CHEM 213,CHEM 313,1
CHEM 211,CHEM 315,0.5
CHEM 215,CHEM 315,0.5
CHEM 213,CHEM 315,1
CHEM 245,CHEM 315,1
CHEM 218,CHEM 318,0.5
CHEM 250,CHEM 318,0.5
CHEM 211,CHEM 325,0.5
CHEM 215,CHEM 325,0.5
CHEM 208,CHEM 325,1
CHEM 213,CHEM 325,1
CHEM 245,CHEM 325,1
CHEM 208,CHEM 327,0.5
CHEM 250,CHEM 327,0.5
CHEM 203,CHEM 327,0.25
CHEM 223,CHEM 327,0.25
CHEM 233,CHEM 327,0.25
CHEM 260,CHEM 327,0.25
CHEM 213,CHEM 330,1
CHEM 315,CHEM 335,1
CHEM 203,CHEM 341,0.25
CHEM 223,CHEM 341,0.25
CHEM 233,CHEM 341,0.25
CHEM 260,CHEM 341,0.25
CHEM 325,CHEM 345,1
CHEM 203,CHEM 355,0.33
CHEM 211,CHEM 355,0.33
CHEM 235,CHEM 355,0.33
CHEM 398,CHEM 399,1
MATH 152,CHEM 401,0.33
MATH 221,CHEM 401,0.33
MATH 223,CHEM 401,0.33
CHEM 312,CHEM 401,0.5
PHYS 304,CHEM 401,0.5
CHEM 208,CHEM 402,1
CHEM 304,CHEM 403,1
MATH 200,CHEM 403,0.2
MATH 217,CHEM 403,0.2
MATH 226,CHEM 403,0.2
MATH 253,CHEM 403,0.2
MATH 263,CHEM 403,0.2
SCIE 001,CHEM 404,0.5
CHEM 123,CHEM 404,0.17
CHEM 130,CHEM 404,0.17
CHEM 154,CHEM 404,0.17
PHYS 106,CHEM 404,0.08
PHYS 107,CHEM 404,0.08
PHYS 108,CHEM 404,0.08
PHYS 117,CHEM 404,0.08
PHYS 118,CHEM 404,0.08
PHYS 170,CHEM 404,0.08
MATH 101,CHEM 404,0.13
MATH 103,CHEM 404,0.13
MATH 105,CHEM 404,0.13
MATH 121,CHEM 404,0.13
CHEM 304,CHEM 405,0.33
CHEM 305,CHEM 405,0.33
PHYS 203,CHEM 405,0.33
CHEM 213,CHEM 406,0.5
CHEM 260,CHEM 406,0.5
CHEM 205,CHEM 406,0.33
CHEM 304,CHEM 406,0.33
CHBE 220,CHEM 406,0.33
CHEM 304,CHEM 407,0.5
PHYS 203,CHEM 407,0.5
CHEM 304,CHEM 408,0.5
PHYS 203,CHEM 408,0.5
CHEM 312,CHEM 408,0.5
PHYS 304,CHEM 408,0.5
CHEM 304,CHEM 410,0.5
PHYS 203,CHEM 410,0.5
CHEM 312,CHEM 410,0.5
PHYS 304,CHEM 410,0.5
CHEM 460,CHEM 411,1
CHEM 312,CHEM 412,0.5
PHYS 304,CHEM 412,0.5
MATH 152,CHEM 412,0.33
MATH 221,CHEM 412,0.33
MATH 223,CHEM 412,0.33
CHEM 313,CHEM 413,0.5
CHEM 330,CHEM 413,0.5
CHEM 218,CHEM 414,1
CHEM 313,CHEM 416,0.5
CHEM 330,CHEM 416,0.5
CHEM 123,CHEM 417,0.25
CHEM 130,CHEM 417,0.25
CHEM 318,CHEM 418,1
CHEM 327,CHEM 427,1
CHEM 311,CHEM 434,1
CHEM 218,CHEM 435,1
CHEM 304,CHEM 435,1
CHEM 345,CHEM 445,0.5
CHEM 335,CHEM 445,0.5
CHEM 330,CHEM 460,1
CHEM 313,CHEM 461,0.5
CHEM 330,CHEM 461,0.5
CHEM 245,CHEM 473,1
CHEM 313,CHEM 473,0.33
CHEM 318,CHEM 473,0.33
CHEM 330,CHEM 473,0.33
CHEM 399,CHEM 498,1
CHEM 498,CHEM 499,1
CHIN 101,CHIN 133,0.5
CHIN 131,CHIN 133,0.5
CHIN 111,CHIN 143,0.5
CHIN 141,CHIN 143,0.5
CHIN 103,CHIN 231,0.25
CHIN 104,CHIN 231,0.25
CHIN 133,CHIN 231,0.25
CHIN 134,CHIN 231,0.25
CHIN 105,CHIN 233,0.5
CHIN 231,CHIN 233,0.5
CHIN 103,CHIN 234,0.25
CHIN 104,CHIN 234,0.25
CHIN 133,CHIN 234,0.25
CHIN 134,CHIN 234,0.25
CHIN 113,CHIN 241,0.25
CHIN 114,CHIN 241,0.25
CHIN 143,CHIN 241,0.25
CHIN 144,CHIN 241,0.25
CHIN 115,CHIN 243,0.5
CHIN 241,CHIN 243,0.5
CHIN 113,CHIN 244,0.25
CHIN 114,CHIN 244,0.25
CHIN 143,CHIN 244,0.25
CHIN 144,CHIN 244,0.25
CHIN 107,CHIN 331,0.25
CHIN 108,CHIN 331,0.25
CHIN 233,CHIN 331,0.25
CHIN 234,CHIN 331,0.25
CHIN 201,CHIN 333,0.5
CHIN 331,CHIN 333,0.5
CHIN 107,CHIN 334,0.25
CHIN 108,CHIN 334,0.25
CHIN 233,CHIN 334,0.25
CHIN 234,CHIN 334,0.25
CHIN 203,CHIN 335,0.25
CHIN 204,CHIN 335,0.25
CHIN 333,CHIN 335,0.25
CHIN 334,CHIN 335,0.25
CHIN 205,CHIN 337,0.5
CHIN 335,CHIN 337,0.5
CHIN 203,CHIN 338,0.25
CHIN 204,CHIN 338,0.25
CHIN 333,CHIN 338,0.25
CHIN 334,CHIN 338,0.25
CHIN 117,CHIN 341,0.25
CHIN 118,CHIN 341,0.25
CHIN 243,CHIN 341,0.25
CHIN 244,CHIN 341,0.25
CHIN 211,CHIN 343,0.5
CHIN 341,CHIN 343,0.5
CHIN 117,CHIN 344,0.25
CHIN 118,CHIN 344,0.25
CHIN 243,CHIN 344,0.25
CHIN 244,CHIN 344,0.25
CHIN 213,CHIN 345,0.25
CHIN 214,CHIN 345,0.25
CHIN 343,CHIN 345,0.25
CHIN 344,CHIN 345,0.25
CHIN 215,CHIN 347,0.5
CHIN 345,CHIN 347,0.5
CHIN 213,CHIN 348,0.25
CHIN 214,CHIN 348,0.25
CHIN 343,CHIN 348,0.25
CHIN 344,CHIN 348,0.25
CHIN 221,CHIN 383,0.5
CHIN 381,CHIN 383,0.5
CHIN 107,CHIN 388,0.06
CHIN 108,CHIN 388,0.06
CHIN 233,CHIN 388,0.06
CHIN 234,CHIN 388,0.06
JAPN 103,CHIN 388,0.06
JAPN 151,CHIN 388,0.06
JAPN 201,CHIN 388,0.06
JAPN 260,CHIN 388,0.06
KORN 200,CHIN 388,0.06
CLCH 389,CHIN 389,0.5
CHIN 388,CHIN 389,0.5
CHIN 207,CHIN 401,0.25
CHIN 208,CHIN 401,0.25
CHIN 337,CHIN 401,0.25
CHIN 338,CHIN 401,0.25
CHIN 301,CHIN 403,0.5
CHIN 401,CHIN 403,0.5
CHIN 207,CHIN 404,0.25
CHIN 208,CHIN 404,0.25
CHIN 337,CHIN 404,0.25
CHIN 338,CHIN 404,0.25
CHIN 207,CHIN 405,0.25
CHIN 208,CHIN 405,0.25
CHIN 337,CHIN 405,0.25
CHIN 338,CHIN 405,0.25
CHIN 305,CHIN 407,0.5
CHIN 405,CHIN 407,0.5
CHIN 207,CHIN 408,0.25
CHIN 208,CHIN 408,0.25
CHIN 337,CHIN 408,0.25
CHIN 338,CHIN 408,0.25
CHIN 347,CHIN 415,0.5
CHIN 348,CHIN 415,0.5
CHIN 217,CHIN 435,0.25
CHIN 218,CHIN 435,0.25
CHIN 347,CHIN 435,0.25
CHIN 348,CHIN 435,0.25
CHIN 217,CHIN 437,0.25
CHIN 218,CHIN 437,0.25
CHIN 347,CHIN 437,0.25
CHIN 348,CHIN 437,0.25
CHIN 217,CHIN 441,0.25
CHIN 218,CHIN 441,0.25
CHIN 347,CHIN 441,0.25
CHIN 348,CHIN 441,0.25
CHIN 311,CHIN 443,0.5
CHIN 441,CHIN 443,0.5
CHIN 217,CHIN 444,0.25
CHIN 218,CHIN 444,0.25
CHIN 347,CHIN 444,0.25
CHIN 348,CHIN 444,0.25
CHIN 217,CHIN 445,0.25
CHIN 218,CHIN 445,0.25
CHIN 347,CHIN 445,0.25
CHIN 348,CHIN 445,0.25
CHIN 315,CHIN 447,0.5
CHIN 445,CHIN 447,0.5
CHIN 217,CHIN 448,0.25
CHIN 218,CHIN 448,0.25
CHIN 347,CHIN 448,0.25
CHIN 348,CHIN 448,0.25
CHIN 303,CHIN 451,0.14
CHIN 304,CHIN 451,0.14
CHIN 403,CHIN 451,0.14
CHIN 404,CHIN 451,0.14
CHIN 435,CHIN 451,0.14
CHIN 441,CHIN 451,0.14
CHIN 443,CHIN 451,0.14
CHIN 307,CHIN 451,0.14
CHIN 308,CHIN 451,0.14
CHIN 407,CHIN 451,0.14
CHIN 408,CHIN 451,0.14
CHIN 437,CHIN 451,0.14
CHIN 445,CHIN 451,0.14
CHIN 447,CHIN 451,0.14
CHIN 411,CHIN 453,0.5
CHIN 451,CHIN 453,0.5
CHIN 303,CHIN 455,0.25
CHIN 304,CHIN 455,0.25
CHIN 403,CHIN 455,0.25
CHIN 404,CHIN 455,0.25
CHIN 307,CHIN 455,0.25
CHIN 308,CHIN 455,0.25
CHIN 407,CHIN 455,0.25
CHIN 408,CHIN 455,0.25
CHIN 303,CHIN 457,0.25
CHIN 304,CHIN 457,0.25
CHIN 403,CHIN 457,0.25
CHIN 404,CHIN 457,0.25
CHIN 307,CHIN 457,0.25
CHIN 308,CHIN 457,0.25
CHIN 407,CHIN 457,0.25
CHIN 408,CHIN 457,0.25
CHIN 303,CHIN 458,0.25
CHIN 304,CHIN 458,0.25
CHIN 403,CHIN 458,0.25
CHIN 404,CHIN 458,0.25
CHIN 307,CHIN 458,0.25
CHIN 308,CHIN 458,0.25
CHIN 407,CHIN 458,0.25
CHIN 408,CHIN 458,0.25
CHIN 313,CHIN 461,0.1
CHIN 314,CHIN 461,0.1
CHIN 317,CHIN 461,0.1
CHIN 318,CHIN 461,0.1
CHIN 323,CHIN 461,0.1
CHIN 437,CHIN 461,0.1
CHIN 443,CHIN 461,0.1
CHIN 444,CHIN 461,0.1
CHIN 447,CHIN 461,0.1
CHIN 448,CHIN 461,0.1
CHIN 313,CHIN 463,0.1
CHIN 314,CHIN 463,0.1
CHIN 317,CHIN 463,0.1
CHIN 318,CHIN 463,0.1
CHIN 323,CHIN 463,0.1
CHIN 437,CHIN 463,0.1
CHIN 443,CHIN 463,0.1
CHIN 444,CHIN 463,0.1
CHIN 447,CHIN 463,0.1
CHIN 448,CHIN 463,0.1
CHIN 313,CHIN 464,0.1
CHIN 314,CHIN 464,0.1
CHIN 317,CHIN 464,0.1
CHIN 318,CHIN 464,0.1
CHIN 323,CHIN 464,0.1
CHIN 437,CHIN 464,0.1
CHIN 443,CHIN 464,0.1
CHIN 444,CHIN 464,0.1
CHIN 447,CHIN 464,0.1
CHIN 448,CHIN 464,0.1
CHIN 437,CHIN 465,0.1
CHIN 443,CHIN 465,0.1
CHIN 444,CHIN 465,0.1
CHIN 447,CHIN 465,0.1
CHIN 448,CHIN 465,0.1
CHIN 437,CHIN 466,0.1
CHIN 443,CHIN 466,0.1
CHIN 444,CHIN 466,0.1
CHIN 447,CHIN 466,0.1
CHIN 448,CHIN 466,0.1
CHIN 313,CHIN 471,0.1
CHIN 314,CHIN 471,0.1
CHIN 317,CHIN 471,0.1
CHIN 318,CHIN 471,0.1
CHIN 323,CHIN 471,0.1
CHIN 437,CHIN 471,0.1
CHIN 443,CHIN 471,0.1
CHIN 444,CHIN 471,0.1
CHIN 447,CHIN 471,0.1
CHIN 448,CHIN 471,0.1
CHIN 313,CHIN 473,0.1
CHIN 314,CHIN 473,0.1
CHIN 317,CHIN 473,0.1
CHIN 318,CHIN 473,0.1
CHIN 323,CHIN 473,0.1
CHIN 437,CHIN 473,0.1
CHIN 443,CHIN 473,0.1
CHIN 444,CHIN 473,0.1
CHIN 447,CHIN 473,0.1
CHIN 448,CHIN 473,0.1
